iter	RMSE
309	1.806192453
310	1.805115307
311	1.802915884
312	1.802171083
313	1.800600457
314	1.800290385
315	1.799825024
316	1.798937304
317	1.79850238
318	1.798064401
319	1.797049272
320	1.795990377
321	1.794492221
322	1.794191581
323	1.793389848
324	1.792312663
325	1.792142681
326	1.791968185
327	1.790060968
328	1.788771587
329	1.787192403
330	1.786630845
331	1.78475606
332	1.783868352
333	1.783575013
334	1.783146745
335	1.780681289
336	1.778220759
337	1.776241887
338	1.775156881
339	1.774789533
340	1.77249219
341	1.770679768
342	1.768590118
343	1.766639018
344	1.764837531
345	1.763821235
346	1.762430371
347	1.761696471
348	1.761300649
349	1.760713453
350	1.760214614
351	1.759760947
352	1.75810825
353	1.756384917
354	1.755371002
355	1.754784045
356	1.752897854
357	1.752030917
358	1.750747093
359	1.748588929
360	1.748364624
361	1.746511239
362	1.745367907
363	1.744957727
364	1.742891816
365	1.742223227
366	1.740862322
367	1.738950393
368	1.738358147
369	1.737168315
370	1.736351401
371	1.734774311
372	1.733720715
373	1.731925513
374	1.730203585
375	1.729711589
376	1.727886051
377	1.727673199
378	1.726144552
379	1.724563181
380	1.724403263
381	1.722836264
382	1.721903893
383	1.721581816
384	1.721307686
385	1.720869144
386	1.719581807
387	1.718526335
388	1.716706607
389	1.715437324
390	1.714030188
391	1.713264782
392	1.712339879
393	1.711690894
394	1.709897368
395	1.709386811
396	1.707671847
397	1.707199042
398	1.706449744
399	1.705542353
400	1.704338165
401	1.702832751
402	1.701979953
403	1.700777616
404	1.699746228
405	1.699603142
406	1.698345026
407	1.696451953
408	1.694980878
409	1.694196354
410	1.692963835
411	1.691047037
412	1.690569123
413	1.690181799
414	1.689907515
415	1.68915804
416	1.688711501
417	1.686999492
418	1.686512414
419	1.685115549
420	1.684654188
421	1.682898519
422	1.682785536
423	1.681312935
424	1.679749358
425	1.67843514
426	1.677865283
427	1.676482505
428	1.674690867
429	1.67311461
430	1.67283206
431	1.671919885
432	1.671483959
433	1.669804481
434	1.66937404
435	1.668366417
436	1.667968555
437	1.667601481
438	1.667162939
439	1.666781631
440	1.666376407
441	1.665439525
442	1.663681019
443	1.662385141
444	1.661798765
445	1.660859916
446	1.660050506
447	1.659447826
448	1.658488144
449	1.657645442
450	1.65714107
451	1.657021406
452	1.655557408
453	1.654844873
454	1.654345109
455	1.654032627
456	1.652400478
457	1.651790843
458	1.650821441
459	1.649512119
460	1.648582774
461	1.647235134
462	1.645766149
463	1.645039204
464	1.643373489
465	1.642563198
466	1.642208145
467	1.64209622
468	1.641152477
469	1.640276836
470	1.638731095
471	1.638550087
472	1.637155919
473	1.635350239
474	1.634441999
475	1.633555804
476	1.633298584
477	1.632158034
478	1.631570149
479	1.631081878
480	1.630067712
481	1.628845994
482	1.628187115
483	1.627734207
484	1.626995924
485	1.625572727
486	1.624341203
487	1.622395521
488	1.621645527
489	1.62141904
490	1.620834079
491	1.620417109
492	1.619085741
493	1.618543229
494	1.618135854
495	1.617723658
496	1.617586716
497	1.61638013
498	1.615710569
499	1.614844886
500	1.614659565
501	1.61333769
502	1.611714638
503	1.611602744
504	1.610386093
505	1.609315692
506	1.608518237
507	1.607540025
508	1.606459471
509	1.606168448
510	1.605671997
511	1.60482226
512	1.603844779
513	1.603506387
514	1.603291833
515	1.602039055
516	1.601905976
517	1.601281574
518	1.600922065
519	1.600339201
520	1.599951425
521	1.599150655
522	1.598999825
523	1.598120942
524	1.596591422
525	1.595316885
526	1.59432663
527	1.593887089
528	1.592558712
529	1.592444481
530	1.591326299
531	1.5898391
532	1.58849554
533	1.587177584
534	1.585953939
535	1.584514119
536	1.584451164
537	1.583353569
538	1.582328014
539	1.582208402
540	1.581783841
541	1.580791377
542	1.580556149
543	1.58038921
544	1.579988855
545	1.578263519
546	1.57612882
547	1.576013067
548	1.57567165
549	1.574831635
550	1.573168949
551	1.572367804
552	1.571503206
553	1.570209933
554	1.56864766
555	1.567636114
556	1.566915119
557	1.566569986
558	1.565496688
559	1.564857321
560	1.564402781
561	1.564233583
562	1.563570859
563	1.56346283
564	1.562114358
565	1.561998011
566	1.560664877
567	1.55963406
568	1.558000059
569	1.557010138
570	1.555777202
571	1.55510516
572	1.553939259
573	1.553605001
574	1.553447739
575	1.551986225
576	1.551609929
577	1.550778048
578	1.550235585
579	1.55015304
580	1.549606309
581	1.547944296
582	1.547827347
583	1.547643311
584	1.547008257
585	1.546502821
586	1.545122225
587	1.544441916
588	1.544389545
589	1.543911078
590	1.542296081
591	1.541992641
592	1.541186375
593	1.54096206
594	1.539880255
595	1.538414953
596	1.538290971
597	1.538185123
598	1.538133854
599	1.537517714
600	1.53628948
601	1.535230315
602	1.53490191
603	1.533829201
604	1.53233827
605	1.531141262
606	1.530677254
607	1.529669124
608	1.528390741
609	1.5282694
610	1.526453708
611	1.525849388
612	1.525133355
613	1.524061469
614	1.523255298
615	1.522490177
616	1.521594176
617	1.521195645
618	1.52034095
619	1.51904579
620	1.518634038
621	1.518146415
622	1.51719758
623	1.515964165
624	1.515149093
625	1.514095545
626	1.512783363
627	1.511918603
628	1.511337226
629	1.510505171
630	1.509592963
631	1.509479231
632	1.508614079
633	1.508248111
634	1.507293336
635	1.507270957
636	1.506241007
637	1.505369335
638	1.504274841
639	1.504021991
640	1.502923169
641	1.502791647
642	1.502235529
643	1.501115492
644	1.499919961
645	1.498669225
646	1.497939053
647	1.496707414
648	1.495818135
649	1.495205777
650	1.494807268
651	1.49421985
652	1.493284579
653	1.492601248
654	1.491719573
655	1.491337733
656	1.491094398
657	1.490836155
658	1.490128537
659	1.489351536
660	1.488320171
661	1.487462794
662	1.487258868
663	1.486237267
664	1.484517121
665	1.483488791
666	1.482266361
667	1.481574726
668	1.480863906
669	1.480023308
670	1.479917587
671	1.479751963
672	1.479722951
673	1.479457669
674	1.479128354
675	1.478790005
676	1.477400417
677	1.477275315
678	1.476556192
679	1.475702686
680	1.475655534
681	1.47530959
682	1.474553668
683	1.473967168
684	1.473343467
685	1.472315409
686	1.471971128
687	1.470500349
688	1.469270758
689	1.46833042
690	1.467816914
691	1.466331772
692	1.465451321
693	1.464957134
694	1.464345868
695	1.464091251
696	1.463930304
697	1.462756321
698	1.462316079
699	1.461604751
700	1.461172269
701	1.460151162
702	1.459685777
703	1.459078025
704	1.458342625
705	1.458020205
706	1.457234793
707	1.456341698
708	1.455533159
709	1.454609137
710	1.453764577
711	1.452795077
712	1.452643746
713	1.451677363
714	1.451449757
715	1.450601973
716	1.449602013
717	1.449050841
718	1.447800965
719	1.446639061
720	1.446324368
721	1.446178152
722	1.445057066
723	1.44462691
724	1.443693704
725	1.443549613
726	1.443453248
727	1.443338248
728	1.442503788
729	1.441844007
730	1.44079577
731	1.440206661
732	1.439445447
733	1.438424799
734	1.438224705
735	1.437733908
736	1.436967913
737	1.435907163
738	1.43541345
739	1.434604508
740	1.433553243
741	1.433084931
742	1.432328112
743	1.431137123
744	1.430355217
745	1.429923262
746	1.42926174
747	1.428361215
748	1.428056856
749	1.426748748
750	1.425923496
751	1.425189264
752	1.423682977
753	1.422307633
754	1.421413617
755	1.419768044
756	1.419400817
757	1.418508549
758	1.418406845
759	1.417609648
760	1.417362881
761	1.416264744
762	1.415150539
763	1.414339971
764	1.413323269
765	1.412071004
766	1.411255128
767	1.410697958
768	1.410605626
769	1.409991171
770	1.409513585
771	1.409131622
772	1.408780282
773	1.407724448
774	1.406963947
775	1.40665196
776	1.405759586
777	1.404779623
778	1.404068445
779	1.403783325
780	1.402757608
781	1.401467147
782	1.400554498
783	1.400305954
784	1.399406261
785	1.398709084
786	1.398222139
787	1.397498447
788	1.396541084
789	1.396250532
790	1.394951303
791	1.394882397
792	1.394564324
793	1.394457714
794	1.394183812
795	1.393988713
796	1.393474474
797	1.392741875
798	1.391809192
799	1.391611469
800	1.390831875
801	1.390554988
802	1.389651392
803	1.389607517
804	1.389585496
805	1.388840613
806	1.388027887
807	1.387415707
808	1.387218208
809	1.386477991
810	1.385925256
811	1.384899661
812	1.38412135
813	1.384058019
814	1.383227244
815	1.382537419
816	1.382459112
817	1.382245487
818	1.381490975
819	1.381135358
820	1.380458608
821	1.379305862
822	1.379132263
823	1.379058549
824	1.378554584
825	1.377380129
826	1.376621171
827	1.375956606
828	1.375826508
829	1.374605458
830	1.373887298
831	1.373607487
832	1.372861275
833	1.37143911
834	1.370993822
835	1.370178503
836	1.369473174
837	1.36847827
838	1.367445879
839	1.366784096
840	1.365447425
841	1.365136589
842	1.364278048
843	1.363172537
844	1.362026919
845	1.361172008
846	1.360491338
847	1.360093302
848	1.359042721
849	1.358808696
850	1.35805522
851	1.357461896
852	1.356995089
853	1.356613843
854	1.356270318
855	1.356034128
856	1.355304572
857	1.354692385
858	1.354632401
859	1.353947407
860	1.353669279
861	1.352723472
862	1.35178638
863	1.351647965
864	1.35151763
865	1.351238055
866	1.350540311
867	1.34994276
868	1.349024256
869	1.348079128
870	1.347894548
871	1.347528795
872	1.346993994
873	1.346688717
874	1.346460304
875	1.345352629
876	1.344779523
877	1.344094868
878	1.343786978
879	1.343279459
880	1.343031239
881	1.34287822
882	1.342266183
883	1.341385043
884	1.340593909
885	1.339674334
886	1.339118744
887	1.339093603
888	1.337964722
889	1.337268163
890	1.337090982
891	1.336087009
892	1.335607198
893	1.335584974
894	1.334971996
895	1.3344822
896	1.333218677
897	1.331952037
898	1.330993072
899	1.33079257
900	1.329884452
901	1.329270932
902	1.327975793
903	1.327200672
904	1.326444801
905	1.325681074
906	1.325207496
907	1.324153689
908	1.323838247
909	1.323234419
910	1.322516145
911	1.322450023
912	1.322373487
913	1.321432782
914	1.320670832
915	1.320109513
916	1.318605974
917	1.317420101
918	1.316326747
919	1.3154209
920	1.31448456
921	1.313864042
922	1.31346348
923	1.312733286
924	1.31209205
925	1.311895612
926	1.311262435
927	1.310896725
928	1.310565876
929	1.310160132
930	1.309678629
931	1.308277852
932	1.308181937
933	1.307504489
934	1.307083188
935	1.306769703
936	1.306458189
937	1.306434819
938	1.306272864
939	1.305527722
940	1.304724431
941	1.304441377
942	1.304144154
943	1.3034158
944	1.303188057
945	1.30285173
946	1.30195235
947	1.301200812
948	1.300344953
949	1.299466062
950	1.299206832
951	1.298456322
952	1.298233842
953	1.297551433
954	1.29675969
955	1.29627301
956	1.29539595
957	1.295004353
958	1.29496739
959	1.294338507
960	1.29416314
961	1.293789714
962	1.292974471
963	1.292839233
964	1.292483402
965	1.291694881
966	1.291221012
967	1.290280782
968	1.290071634
969	1.289151926
970	1.288713469
971	1.288389471
972	1.287446022
973	1.286716546
974	1.285450748
975	1.285246963
976	1.284403199
977	1.283675508
978	1.283050104
979	1.281564228
980	1.281341918
981	1.280580048
982	1.280054165
983	1.279899655
984	1.279806126
985	1.279366919
986	1.278754237
987	1.27830445
988	1.27782795
989	1.277019532
990	1.276789454
991	1.276428858
992	1.27575192
993	1.275729625
994	1.274843941
995	1.274252267
996	1.273798349
997	1.2737612
998	1.272438316
999	1.272375205
